ctfr/ligand_inputs/paper_ligands,ctfr/output_data/paper_ligands
ctfr/ligand_inputs/condensed_params_and_db_1/466,ctfr/output_data/condensed_params_and_db_1/466
ctfr/ligand_inputs/condensed_params_and_db_1/467,ctfr/output_data/condensed_params_and_db_1/467
ctfr/ligand_inputs/condensed_params_and_db_1/468,ctfr/output_data/condensed_params_and_db_1/468
ctfr/ligand_inputs/condensed_params_and_db_1/469,ctfr/output_data/condensed_params_and_db_1/469
ctfr/ligand_inputs/condensed_params_and_db_1/470,ctfr/output_data/condensed_params_and_db_1/470
ctfr/ligand_inputs/condensed_params_and_db_1/471,ctfr/output_data/condensed_params_and_db_1/471
ctfr/ligand_inputs/condensed_params_and_db_1/472,ctfr/output_data/condensed_params_and_db_1/472
ctfr/ligand_inputs/condensed_params_and_db_1/473,ctfr/output_data/condensed_params_and_db_1/473
ctfr/ligand_inputs/condensed_params_and_db_1/474,ctfr/output_data/condensed_params_and_db_1/474
ctfr/ligand_inputs/condensed_params_and_db_1/475,ctfr/output_data/condensed_params_and_db_1/475
ctfr/ligand_inputs/condensed_params_and_db_1/476,ctfr/output_data/condensed_params_and_db_1/476
ctfr/ligand_inputs/condensed_params_and_db_1/477,ctfr/output_data/condensed_params_and_db_1/477
ctfr/ligand_inputs/condensed_params_and_db_1/478,ctfr/output_data/condensed_params_and_db_1/478
ctfr/ligand_inputs/condensed_params_and_db_1/479,ctfr/output_data/condensed_params_and_db_1/479
ctfr/ligand_inputs/condensed_params_and_db_1/480,ctfr/output_data/condensed_params_and_db_1/480
ctfr/ligand_inputs/condensed_params_and_db_1/481,ctfr/output_data/condensed_params_and_db_1/481
ctfr/ligand_inputs/condensed_params_and_db_1/482,ctfr/output_data/condensed_params_and_db_1/482
ctfr/ligand_inputs/condensed_params_and_db_1/483,ctfr/output_data/condensed_params_and_db_1/483
ctfr/ligand_inputs/condensed_params_and_db_1/484,ctfr/output_data/condensed_params_and_db_1/484
ctfr/ligand_inputs/condensed_params_and_db_1/485,ctfr/output_data/condensed_params_and_db_1/485
ctfr/ligand_inputs/condensed_params_and_db_1/486,ctfr/output_data/condensed_params_and_db_1/486
ctfr/ligand_inputs/condensed_params_and_db_1/487,ctfr/output_data/condensed_params_and_db_1/487
ctfr/ligand_inputs/condensed_params_and_db_1/488,ctfr/output_data/condensed_params_and_db_1/488
ctfr/ligand_inputs/condensed_params_and_db_1/489,ctfr/output_data/condensed_params_and_db_1/489
ctfr/ligand_inputs/condensed_params_and_db_1/490,ctfr/output_data/condensed_params_and_db_1/490
ctfr/ligand_inputs/condensed_params_and_db_1/491,ctfr/output_data/condensed_params_and_db_1/491
ctfr/ligand_inputs/condensed_params_and_db_1/492,ctfr/output_data/condensed_params_and_db_1/492
ctfr/ligand_inputs/condensed_params_and_db_1/493,ctfr/output_data/condensed_params_and_db_1/493
ctfr/ligand_inputs/condensed_params_and_db_1/494,ctfr/output_data/condensed_params_and_db_1/494
ctfr/ligand_inputs/condensed_params_and_db_1/495,ctfr/output_data/condensed_params_and_db_1/495
ctfr/ligand_inputs/condensed_params_and_db_1/496,ctfr/output_data/condensed_params_and_db_1/496
ctfr/ligand_inputs/condensed_params_and_db_1/497,ctfr/output_data/condensed_params_and_db_1/497
ctfr/ligand_inputs/condensed_params_and_db_1/498,ctfr/output_data/condensed_params_and_db_1/498
ctfr/ligand_inputs/condensed_params_and_db_1/499,ctfr/output_data/condensed_params_and_db_1/499
ctfr/ligand_inputs/condensed_params_and_db_1/500,ctfr/output_data/condensed_params_and_db_1/500
ctfr/ligand_inputs/condensed_params_and_db_1/501,ctfr/output_data/condensed_params_and_db_1/501
ctfr/ligand_inputs/condensed_params_and_db_1/502,ctfr/output_data/condensed_params_and_db_1/502
ctfr/ligand_inputs/condensed_params_and_db_1/503,ctfr/output_data/condensed_params_and_db_1/503
ctfr/ligand_inputs/condensed_params_and_db_1/504,ctfr/output_data/condensed_params_and_db_1/504
ctfr/ligand_inputs/condensed_params_and_db_1/505,ctfr/output_data/condensed_params_and_db_1/505
ctfr/ligand_inputs/condensed_params_and_db_1/506,ctfr/output_data/condensed_params_and_db_1/506
ctfr/ligand_inputs/condensed_params_and_db_1/507,ctfr/output_data/condensed_params_and_db_1/507
ctfr/ligand_inputs/condensed_params_and_db_1/508,ctfr/output_data/condensed_params_and_db_1/508
ctfr/ligand_inputs/condensed_params_and_db_1/509,ctfr/output_data/condensed_params_and_db_1/509
ctfr/ligand_inputs/condensed_params_and_db_1/510,ctfr/output_data/condensed_params_and_db_1/510
ctfr/ligand_inputs/condensed_params_and_db_1/511,ctfr/output_data/condensed_params_and_db_1/511
ctfr/ligand_inputs/condensed_params_and_db_1/512,ctfr/output_data/condensed_params_and_db_1/512
ctfr/ligand_inputs/condensed_params_and_db_1/513,ctfr/output_data/condensed_params_and_db_1/513
ctfr/ligand_inputs/condensed_params_and_db_1/514,ctfr/output_data/condensed_params_and_db_1/514
ctfr/ligand_inputs/condensed_params_and_db_1/515,ctfr/output_data/condensed_params_and_db_1/515
ctfr/ligand_inputs/condensed_params_and_db_1/516,ctfr/output_data/condensed_params_and_db_1/516
ctfr/ligand_inputs/condensed_params_and_db_1/517,ctfr/output_data/condensed_params_and_db_1/517
ctfr/ligand_inputs/condensed_params_and_db_1/518,ctfr/output_data/condensed_params_and_db_1/518
ctfr/ligand_inputs/condensed_params_and_db_1/519,ctfr/output_data/condensed_params_and_db_1/519
ctfr/ligand_inputs/condensed_params_and_db_1/520,ctfr/output_data/condensed_params_and_db_1/520
ctfr/ligand_inputs/condensed_params_and_db_1/521,ctfr/output_data/condensed_params_and_db_1/521
ctfr/ligand_inputs/condensed_params_and_db_1/522,ctfr/output_data/condensed_params_and_db_1/522
ctfr/ligand_inputs/condensed_params_and_db_1/523,ctfr/output_data/condensed_params_and_db_1/523
ctfr/ligand_inputs/condensed_params_and_db_1/524,ctfr/output_data/condensed_params_and_db_1/524
ctfr/ligand_inputs/condensed_params_and_db_1/525,ctfr/output_data/condensed_params_and_db_1/525
ctfr/ligand_inputs/condensed_params_and_db_1/526,ctfr/output_data/condensed_params_and_db_1/526
ctfr/ligand_inputs/condensed_params_and_db_1/527,ctfr/output_data/condensed_params_and_db_1/527
ctfr/ligand_inputs/condensed_params_and_db_1/528,ctfr/output_data/condensed_params_and_db_1/528
ctfr/ligand_inputs/condensed_params_and_db_1/529,ctfr/output_data/condensed_params_and_db_1/529
ctfr/ligand_inputs/condensed_params_and_db_1/530,ctfr/output_data/condensed_params_and_db_1/530
ctfr/ligand_inputs/condensed_params_and_db_1/531,ctfr/output_data/condensed_params_and_db_1/531
ctfr/ligand_inputs/condensed_params_and_db_1/532,ctfr/output_data/condensed_params_and_db_1/532
ctfr/ligand_inputs/condensed_params_and_db_1/533,ctfr/output_data/condensed_params_and_db_1/533
ctfr/ligand_inputs/condensed_params_and_db_1/534,ctfr/output_data/condensed_params_and_db_1/534
ctfr/ligand_inputs/condensed_params_and_db_1/535,ctfr/output_data/condensed_params_and_db_1/535
ctfr/ligand_inputs/condensed_params_and_db_1/536,ctfr/output_data/condensed_params_and_db_1/536
ctfr/ligand_inputs/condensed_params_and_db_1/537,ctfr/output_data/condensed_params_and_db_1/537
ctfr/ligand_inputs/condensed_params_and_db_1/538,ctfr/output_data/condensed_params_and_db_1/538
ctfr/ligand_inputs/condensed_params_and_db_1/539,ctfr/output_data/condensed_params_and_db_1/539
ctfr/ligand_inputs/condensed_params_and_db_1/540,ctfr/output_data/condensed_params_and_db_1/540
ctfr/ligand_inputs/condensed_params_and_db_1/541,ctfr/output_data/condensed_params_and_db_1/541
ctfr/ligand_inputs/condensed_params_and_db_1/542,ctfr/output_data/condensed_params_and_db_1/542
ctfr/ligand_inputs/condensed_params_and_db_1/543,ctfr/output_data/condensed_params_and_db_1/543
ctfr/ligand_inputs/condensed_params_and_db_1/544,ctfr/output_data/condensed_params_and_db_1/544
ctfr/ligand_inputs/condensed_params_and_db_1/545,ctfr/output_data/condensed_params_and_db_1/545
ctfr/ligand_inputs/condensed_params_and_db_1/546,ctfr/output_data/condensed_params_and_db_1/546
ctfr/ligand_inputs/condensed_params_and_db_1/547,ctfr/output_data/condensed_params_and_db_1/547
ctfr/ligand_inputs/condensed_params_and_db_1/548,ctfr/output_data/condensed_params_and_db_1/548
ctfr/ligand_inputs/condensed_params_and_db_1/549,ctfr/output_data/condensed_params_and_db_1/549
ctfr/ligand_inputs/condensed_params_and_db_1/550,ctfr/output_data/condensed_params_and_db_1/550
ctfr/ligand_inputs/condensed_params_and_db_1/551,ctfr/output_data/condensed_params_and_db_1/551
ctfr/ligand_inputs/condensed_params_and_db_1/552,ctfr/output_data/condensed_params_and_db_1/552
ctfr/ligand_inputs/condensed_params_and_db_1/553,ctfr/output_data/condensed_params_and_db_1/553
ctfr/ligand_inputs/condensed_params_and_db_1/554,ctfr/output_data/condensed_params_and_db_1/554
ctfr/ligand_inputs/condensed_params_and_db_1/555,ctfr/output_data/condensed_params_and_db_1/555
ctfr/ligand_inputs/condensed_params_and_db_1/556,ctfr/output_data/condensed_params_and_db_1/556
ctfr/ligand_inputs/condensed_params_and_db_1/557,ctfr/output_data/condensed_params_and_db_1/557
ctfr/ligand_inputs/condensed_params_and_db_1/558,ctfr/output_data/condensed_params_and_db_1/558
ctfr/ligand_inputs/condensed_params_and_db_1/559,ctfr/output_data/condensed_params_and_db_1/559
ctfr/ligand_inputs/condensed_params_and_db_1/560,ctfr/output_data/condensed_params_and_db_1/560
ctfr/ligand_inputs/condensed_params_and_db_1/561,ctfr/output_data/condensed_params_and_db_1/561
ctfr/ligand_inputs/condensed_params_and_db_1/562,ctfr/output_data/condensed_params_and_db_1/562
ctfr/ligand_inputs/condensed_params_and_db_1/563,ctfr/output_data/condensed_params_and_db_1/563
ctfr/ligand_inputs/condensed_params_and_db_1/564,ctfr/output_data/condensed_params_and_db_1/564
ctfr/ligand_inputs/condensed_params_and_db_1/565,ctfr/output_data/condensed_params_and_db_1/565
ctfr/ligand_inputs/condensed_params_and_db_1/566,ctfr/output_data/condensed_params_and_db_1/566
ctfr/ligand_inputs/condensed_params_and_db_1/567,ctfr/output_data/condensed_params_and_db_1/567
ctfr/ligand_inputs/condensed_params_and_db_1/568,ctfr/output_data/condensed_params_and_db_1/568
ctfr/ligand_inputs/condensed_params_and_db_1/569,ctfr/output_data/condensed_params_and_db_1/569
ctfr/ligand_inputs/condensed_params_and_db_1/570,ctfr/output_data/condensed_params_and_db_1/570
ctfr/ligand_inputs/condensed_params_and_db_1/571,ctfr/output_data/condensed_params_and_db_1/571
ctfr/ligand_inputs/condensed_params_and_db_1/572,ctfr/output_data/condensed_params_and_db_1/572
ctfr/ligand_inputs/condensed_params_and_db_1/573,ctfr/output_data/condensed_params_and_db_1/573
ctfr/ligand_inputs/condensed_params_and_db_1/574,ctfr/output_data/condensed_params_and_db_1/574
ctfr/ligand_inputs/condensed_params_and_db_1/575,ctfr/output_data/condensed_params_and_db_1/575
ctfr/ligand_inputs/condensed_params_and_db_1/576,ctfr/output_data/condensed_params_and_db_1/576
ctfr/ligand_inputs/condensed_params_and_db_1/577,ctfr/output_data/condensed_params_and_db_1/577
ctfr/ligand_inputs/condensed_params_and_db_1/578,ctfr/output_data/condensed_params_and_db_1/578
ctfr/ligand_inputs/condensed_params_and_db_1/579,ctfr/output_data/condensed_params_and_db_1/579
ctfr/ligand_inputs/condensed_params_and_db_1/580,ctfr/output_data/condensed_params_and_db_1/580
ctfr/ligand_inputs/condensed_params_and_db_1/581,ctfr/output_data/condensed_params_and_db_1/581
ctfr/ligand_inputs/condensed_params_and_db_1/582,ctfr/output_data/condensed_params_and_db_1/582
ctfr/ligand_inputs/condensed_params_and_db_1/583,ctfr/output_data/condensed_params_and_db_1/583
ctfr/ligand_inputs/condensed_params_and_db_1/584,ctfr/output_data/condensed_params_and_db_1/584
ctfr/ligand_inputs/condensed_params_and_db_1/585,ctfr/output_data/condensed_params_and_db_1/585
ctfr/ligand_inputs/condensed_params_and_db_1/586,ctfr/output_data/condensed_params_and_db_1/586
ctfr/ligand_inputs/condensed_params_and_db_1/587,ctfr/output_data/condensed_params_and_db_1/587
ctfr/ligand_inputs/condensed_params_and_db_1/588,ctfr/output_data/condensed_params_and_db_1/588
ctfr/ligand_inputs/condensed_params_and_db_1/589,ctfr/output_data/condensed_params_and_db_1/589
ctfr/ligand_inputs/condensed_params_and_db_1/590,ctfr/output_data/condensed_params_and_db_1/590
ctfr/ligand_inputs/condensed_params_and_db_1/591,ctfr/output_data/condensed_params_and_db_1/591
ctfr/ligand_inputs/condensed_params_and_db_1/592,ctfr/output_data/condensed_params_and_db_1/592
ctfr/ligand_inputs/condensed_params_and_db_1/593,ctfr/output_data/condensed_params_and_db_1/593
ctfr/ligand_inputs/condensed_params_and_db_1/594,ctfr/output_data/condensed_params_and_db_1/594
ctfr/ligand_inputs/condensed_params_and_db_1/595,ctfr/output_data/condensed_params_and_db_1/595
ctfr/ligand_inputs/condensed_params_and_db_1/596,ctfr/output_data/condensed_params_and_db_1/596
ctfr/ligand_inputs/condensed_params_and_db_1/597,ctfr/output_data/condensed_params_and_db_1/597
ctfr/ligand_inputs/condensed_params_and_db_1/598,ctfr/output_data/condensed_params_and_db_1/598
ctfr/ligand_inputs/condensed_params_and_db_1/599,ctfr/output_data/condensed_params_and_db_1/599
ctfr/ligand_inputs/condensed_params_and_db_1/600,ctfr/output_data/condensed_params_and_db_1/600
ctfr/ligand_inputs/condensed_params_and_db_1/601,ctfr/output_data/condensed_params_and_db_1/601
ctfr/ligand_inputs/condensed_params_and_db_1/602,ctfr/output_data/condensed_params_and_db_1/602
ctfr/ligand_inputs/condensed_params_and_db_1/603,ctfr/output_data/condensed_params_and_db_1/603
ctfr/ligand_inputs/condensed_params_and_db_1/604,ctfr/output_data/condensed_params_and_db_1/604
ctfr/ligand_inputs/condensed_params_and_db_1/605,ctfr/output_data/condensed_params_and_db_1/605
ctfr/ligand_inputs/condensed_params_and_db_1/606,ctfr/output_data/condensed_params_and_db_1/606
ctfr/ligand_inputs/condensed_params_and_db_1/607,ctfr/output_data/condensed_params_and_db_1/607
ctfr/ligand_inputs/condensed_params_and_db_1/608,ctfr/output_data/condensed_params_and_db_1/608
ctfr/ligand_inputs/condensed_params_and_db_1/609,ctfr/output_data/condensed_params_and_db_1/609
ctfr/ligand_inputs/condensed_params_and_db_1/610,ctfr/output_data/condensed_params_and_db_1/610
ctfr/ligand_inputs/condensed_params_and_db_1/611,ctfr/output_data/condensed_params_and_db_1/611
ctfr/ligand_inputs/condensed_params_and_db_1/612,ctfr/output_data/condensed_params_and_db_1/612
ctfr/ligand_inputs/condensed_params_and_db_1/613,ctfr/output_data/condensed_params_and_db_1/613
ctfr/ligand_inputs/condensed_params_and_db_1/614,ctfr/output_data/condensed_params_and_db_1/614
ctfr/ligand_inputs/condensed_params_and_db_1/615,ctfr/output_data/condensed_params_and_db_1/615
ctfr/ligand_inputs/condensed_params_and_db_1/616,ctfr/output_data/condensed_params_and_db_1/616
ctfr/ligand_inputs/condensed_params_and_db_1/617,ctfr/output_data/condensed_params_and_db_1/617
ctfr/ligand_inputs/condensed_params_and_db_1/618,ctfr/output_data/condensed_params_and_db_1/618
ctfr/ligand_inputs/condensed_params_and_db_1/619,ctfr/output_data/condensed_params_and_db_1/619
ctfr/ligand_inputs/condensed_params_and_db_1/620,ctfr/output_data/condensed_params_and_db_1/620
ctfr/ligand_inputs/condensed_params_and_db_1/621,ctfr/output_data/condensed_params_and_db_1/621
ctfr/ligand_inputs/condensed_params_and_db_1/622,ctfr/output_data/condensed_params_and_db_1/622
ctfr/ligand_inputs/condensed_params_and_db_1/623,ctfr/output_data/condensed_params_and_db_1/623
ctfr/ligand_inputs/condensed_params_and_db_1/624,ctfr/output_data/condensed_params_and_db_1/624
ctfr/ligand_inputs/condensed_params_and_db_1/625,ctfr/output_data/condensed_params_and_db_1/625
ctfr/ligand_inputs/condensed_params_and_db_1/626,ctfr/output_data/condensed_params_and_db_1/626
ctfr/ligand_inputs/condensed_params_and_db_1/627,ctfr/output_data/condensed_params_and_db_1/627
ctfr/ligand_inputs/condensed_params_and_db_1/628,ctfr/output_data/condensed_params_and_db_1/628
ctfr/ligand_inputs/condensed_params_and_db_1/629,ctfr/output_data/condensed_params_and_db_1/629
ctfr/ligand_inputs/condensed_params_and_db_1/630,ctfr/output_data/condensed_params_and_db_1/630
ctfr/ligand_inputs/condensed_params_and_db_1/631,ctfr/output_data/condensed_params_and_db_1/631
ctfr/ligand_inputs/condensed_params_and_db_1/632,ctfr/output_data/condensed_params_and_db_1/632
ctfr/ligand_inputs/condensed_params_and_db_1/633,ctfr/output_data/condensed_params_and_db_1/633
ctfr/ligand_inputs/condensed_params_and_db_1/634,ctfr/output_data/condensed_params_and_db_1/634
ctfr/ligand_inputs/condensed_params_and_db_1/635,ctfr/output_data/condensed_params_and_db_1/635
ctfr/ligand_inputs/condensed_params_and_db_1/636,ctfr/output_data/condensed_params_and_db_1/636
ctfr/ligand_inputs/condensed_params_and_db_1/637,ctfr/output_data/condensed_params_and_db_1/637
ctfr/ligand_inputs/condensed_params_and_db_1/638,ctfr/output_data/condensed_params_and_db_1/638
ctfr/ligand_inputs/condensed_params_and_db_1/639,ctfr/output_data/condensed_params_and_db_1/639
ctfr/ligand_inputs/condensed_params_and_db_1/640,ctfr/output_data/condensed_params_and_db_1/640
ctfr/ligand_inputs/condensed_params_and_db_1/641,ctfr/output_data/condensed_params_and_db_1/641
ctfr/ligand_inputs/condensed_params_and_db_1/642,ctfr/output_data/condensed_params_and_db_1/642
ctfr/ligand_inputs/condensed_params_and_db_1/643,ctfr/output_data/condensed_params_and_db_1/643
ctfr/ligand_inputs/condensed_params_and_db_1/644,ctfr/output_data/condensed_params_and_db_1/644
ctfr/ligand_inputs/condensed_params_and_db_1/645,ctfr/output_data/condensed_params_and_db_1/645
ctfr/ligand_inputs/condensed_params_and_db_1/646,ctfr/output_data/condensed_params_and_db_1/646
ctfr/ligand_inputs/condensed_params_and_db_1/647,ctfr/output_data/condensed_params_and_db_1/647
ctfr/ligand_inputs/condensed_params_and_db_1/648,ctfr/output_data/condensed_params_and_db_1/648
ctfr/ligand_inputs/condensed_params_and_db_1/649,ctfr/output_data/condensed_params_and_db_1/649
